"typeStatus","reps"
"Syntype of Simnia (Neosimnia) aureocincta",2
"Syntype of Sitta carolinensis atkinsi",2
"Syntype of Sitta carolinensis lagunae",2
"Syntype of Sitta montium",2
"Syntype of Solenolambrus fastigatus",2
"Syntype of Solenopsis brasiliana",2
"Syntype of Solenopsis huachucana",2
"Syntype of Solenopsis succinea",2
"Syntype of Somatogyrus nanus",2
"Syntype of Sparnopolius brevicornis",2
"Syntype of Spatangus lateralis| Syntype of Eupatagus lateralis| Voucher of Eupatagus lateralis",2
"Syntype of Spermophila luctuosa",2
"Syntype of Spermophila palustris",2
"Syntype of Spermophilus elegans",2
"Syntype of Spermophilus parryii var. kodiacensis| Syntype of Spermophilus empetra var. kodiacensis| Paralectotype of Citellus kodiacensis",2
"Syntype of Sphaerexochus discrepans",2
"Syntype of Sphaerodactylus asper",2
"Syntype of Sphaerodactylus dacnicolor",2
"Syntype of Sphærothuria bitentaculata",2
"Syntype of Spiloblattina guttata",2
"Syntype of Spiloblattina triassica",2
"Syntype of Spilogaster hilariformis",2
"Syntype of Spirostreptus coalitus",2
"Syntype of Spizella monticola ochracae",2
"Syntype of Spogostylum occidentalis",2
"Syntype of Spongelia cana var. cincta",2
"Syntype of Spongelia cana var. typica",2
"Syntype of Spongelia palmata",2
"Syntype of Spongelia rectilinea var. irregularis",2
"Syntype of Spongelia spinosa",2
"Syntype of Spongia agaricina dura",2
"Syntype of Spongia agaricina dura var. typica",2
"Syntype of Spongia equina cerebriformis var. divisa",2
"Syntype of Spongia equina gossypina var. porosa",2
"Syntype of Spongia equina gossypina var. solitaria",2
"Syntype of Spongia equina meandriniformis var. barbara",2
"Syntype of Spongia officinalis Mediterranea  var. Adriatica| Voucher of Spongia adriatica",2
"Syntype of Spongia officinalis tubulifera  var. aperta",2
"Syntype of Spongia vermiculata Mauritiana var. decidua",2
"Syntype of Staurocephalus gregaricus",2
"Syntype of Steindachneria doceana| Voucher of Steindachneria doceana",2
"Syntype of Stenophylax gilvipes",2
"Syntype of Stenopogon breviusculus",2
"Syntype of Stenopogon consanguineus",2
"Syntype of Stenopogon inquinatus",2
"Syntype of Stenopogon longulus",2
"Syntype of Stephanocora stellata| Voucher of Stephanaria stellata",2
"Syntype of Stethoxus subsulcatus",2
"Syntype of Stichaster nutrix",2
"Syntype of Stictocephala corticalis",2
"Syntype of Stratiomys picipes",2
"Syntype of Strongylosoma pullvilatum",2
"Syntype? of Strophia fastigata",2
"Syntype of Strophiops coryi",2
"Syntype of Strophiops neglecta",2
"Syntype of Strophomena tennesseensis",2
"Syntype of Strumigenys louisianae costaricensis",2
"Syntype of Strumigenys louisianae guatemalensis",2
"Syntype of Strumigenys louisianae laticephala",2
"Syntype of Strumigenys louisianae soledadensis",2
"Syntype of Strumigenys membranifera var. marioni",2
"Syntype of Strumigenys membranifera var. williamsi",2
"Syntype of Stylaster erubescens",2
"Syntype of Subpulchellia castellanensis",2
"Syntype of Succinea campestris",2
"Syntype of Succinea casta",2
"Syntype of Succinea dominicensis",2
"Syntype of Succinea eucalypti",2
"Syntype of Succinea garrettiana",2
"Syntype of Succinea grosvenori",2
"Syntype of Suthora webbiana fohkienensis",2
"Syntype of Suthora webbiana rosea",2
"Syntype of Suthora webbiana yunnanensis",2
"Syntype of Sympagurus arcuatus",2
"Syntype of Symphemia semipalmata inornata",2
"Syntype of Sympycnus nodatus",2
"Syntype of Synallaxis maluroides",2
"Syntype of Synarea irregularis",2
"Syntype of Synarthrus cinereiventris",2
"Syntype of Synbathocrinus wachsmuthi| Voucher of Synbathocrinus wachsmuthi",2
"Syntype of Syneches pusillus",2
"Syntype of Syneches rufus",2
"Syntype of Syphonota elongata| Voucher of Syphonota elongata",2
"Syntype of Systropus arizonicus",2
"Syntype of Systropus rufiventris",2
"Syntype of Tabanus astutus",2
"Syntype of Tabanus bifloccus",2
"Syntype of Tabanus cicur",2
"Syntype of Tabanus nivosus",2
"Syntype of Tabanus orion",2
"Syntype of Tachydromia pusilla",2
"Syntype of Tachypeza inusta",2
"Syntype of Tachyphonus albitempora",2
"Syntype of Tachyphonus brevipes",2
"Syntype of Tachyphonus ruficeps",2
"Syntype of Tachyphonus victorini",2
"Syntype of Tachytrechus sanus",2
"Syntype of Tapinoma litorale",2
"Syntype of Tarphyceras prematurum",2
"Syntype of Tchitrea ferreti",2
"Syntype of Teredo arabica",2
"Syntype of Teredo grobbai",2
"Syntype of Teredo shawi",2
"Syntype of Terias blakei",2
"Syntype of Testudo tornieri",2
"Syntype of Tetragnatha confraterna",2
"Syntype of Tetragnatha vermiformis",2
"Syntype of Tetragonopterus collettii",2
"Syntype of Tetramorium antipodum",2
"Syntype? of Thamnocephalus platyurus",2
"Syntype of Thamnophilus doliatus catus",2
"syntype of Thamnotettix clypealis Statz, 1950",2
"Syntype of Thecla infrequens",2
"Syntype of Thecla lucaris",2
"Syntype of Thinophilus neglectus",2
"Syntype of Thryophilus sinaloa cinereus",2
"Syntype of Thymele pervivax var. aleanderi",2
"Syntype of Tigoma nigrescens",2
"Syntype of Tigoma rhinichthyoides",2
"Syntype of Tilapia fasciata tanganaicae",2
"Syntype of Todiramphus recurvirostris",2
"Syntype of Todirostrum flavifrons",2
"Syntype of Todirostrum striaticolle",2
"Syntype of Tomopterna labrosa",2
"Syntype of Tornatellina abbreviata",2
"Syntype of Tornatellina macromphala",2
"Syntype of Tornatellina terebra",2
"Syntype of Tornatina (Coleophysis) perplicatus",2
"Syntype of Toxocidaris nuda",2
"Syntype of Toxophora virgata",2
"Syntype of Trachypora lacera",2
"Syntype of Tremaulidium geminum",2
"Syntype of Trichiurus nitens",2
"Syntype of Tridens melanops| Voucher of Tridens melanops",2
"Syntype of Trifarcius felicianus| Syntype of Trifarcius felicianus",2
"Syntype of Triforis triserialis",2
"Syntype of Trifurcula obrutella",2
"Syntype of Triglyphus ater",2
"Syntype of Trinodus elspethi| Syntype of Arthrorhachis elspethi",2
"Syntype of Triton clathratus",2
"Syntype of Trochilus bahamensis",2
"Syntype of Trochomorpha manni",2
"Syntype of Troglodytes cahooni",2
"Syntype of Trombidium marinus",2
"Syntype of Tropidurus abingdonensis",2
"Syntype? of Tropidurus albemarlensis",2
"Syntype of Tropidurus indefatigabilis",2
"Syntype of Truncaria eurytoides",2
"Syntype of Truncatella capillacea",2
"Syntype of Truncatella scalarina",2
"Syntype of Truncatella semicostata",2
"Syntype of Turbo cinereus",2
"Syntype of Turbonilla belotheca",2
"Syntype of Turdus cinnamomeiventris",2
"Syntype of Turdus l'herminieri",2
"Syntype of Turritella cooperi",2
"Syntype of Turritella elaeonis",2
"Syntype of Tychus tenellus",2
"Syntype of Typhis longicornis| Additional Material of Typhis (Trubatsa) longicornis",2
"Syntype of Typhlomyrmex rogenhoferi robustus",2
"Syntype of Typhlops wilderi",2
"Syntype of Tyrannula ardosiaca",2
"Syntype of Tyrannula erythroptera",2
"Syntype of Tyrannula ornata",2
"Syntype? of Ulus lineatulus",2
"Syntype of Umbellula geniculata",2
"Syntype of Uncirostrum cyaneum",2
"Syntype of Unio aberti",2
"Syntype of Unio bollii",2
"Syntype of Unio obesus",2
"Syntype of Unio ozarkensis",2
"Syntype of Unio plectophorus",2
"Syntype of Unio showalteri",2
"Syntype of Urocoptis blainiana",2
"Syntype of Urocoptis cristallina",2
"Syntype of Urocoptis jovae",2
"Syntype of Urocoptis livida inconstans",2
"Syntype of Urocoptis oleacea",2
"Syntype of Urocoptis perlonga",2
"Syntype of Urocoptis plicata",2
"Syntype of Urocoptis ventricosa",2
"Syntype of Ussuria waageni| Figured of Ussuria waageni",2
"Syntype of Viciria parmata",2
"Syntype of Willemoesia inornata",2
"Syntype of Woodocrinus macrodactylus",2
"Syntype of Woodworthia digitata",2
"Syntype of Xanthobrissus Garretti",2
"Syntype of Xenichthys agassizii",2
"Syntype of Xenichthys californiensis",2
"Syntype of Xenocidaris clavigera| Voucher of Xenocidaris clavigera| Voucher of Xenocidaris clavigera",2
"Syntype of Xenocypris nitidus",2
"Syntype of Xenopus laevis borealis",2
"Syntype of Xiphorhynchus venezuelensis",2
"Syntype of Zaphrentis immanis",2
"Syntype of Zaphrentis maconathi| Syntype of Siphonophrentis planima",2
"Syntype of Zaphrentis torquata",2
"Syntype of Zeacrinus perangulatus",2
"Syntype of Zeacrinus sacculus",2
"Syntype of Zodion occidentale",2
"Syntype of Zoroaster Ackleyi",2
"Syntype of Zosterops aureiventer joannae",2
"Syntype of Zygonectes lineatus",2
"syntype; paralectotype; paralectotype",2
"syntype; syntype; syntype",2
"syntype; syntype; type",2
"Topotype of Aparallactus modestus",2
"Topotype of Aparallactus werneri",2
"Topotype of Atractus carrioni",2
"Topotype of Bolitoglossa gadovii",2
"Topotype of Calorhamphus fuliginosus tertius",2
"Topotype of Catoptrophorus semipalmatus inornatus",2
"Topotype of Colaptes auratus luteus",2
"Topotype of Desmognathus aeneus aeneus",2
"Topotype of Eleutherodactylus martinicensis",2
"Topotype of Euthlypis lachrymosa",2
"Topotype of Gekko swinhonis",2
"Topotype of Gymnodactylus horridus",2
"Topotype of Hyperolius mariae",2
"Topotype of Japalura polygonata ishigakiensis",2
"Topotype of Melittophagus variegatus loringi",2
"Topotype of Mirafra africana harterti",2
"Topotype of Natrix insularum",2
"Topotype of Peromyscus cacabatus",2
"Topotype of Phrynobatrachus cricogaster",2
"Topotype of Platysaurus mitchelli",2
"Topotype of Plethodon dunni",2
"Topotype of Plethodon ouatichae",2
"Topotype of Pomatorhinus ruficollis laurentei",2
"Topotype of Rhinotyphlops schlegelii mucruso",2
"Topotype of Scaphidura oryzivora oryzivora",2
"Topotype of Scinax rubra",2
"Topotype of Sphaerodactylus nicholsi nicholsi",2
"Topotype of Spilogale ambarvalis",2
"Topotype of Staurois jugans",2
"Topotype of Sturnella magna paralios",2
"Topotype of Triturus alpestris reiseri",2
"Type of Actobius parcus",2
"Type of Actobius pusio",2
"Type of Aega plebeia",2
"Type of Agallia flaccida",2
"Type of Agathidium californicum",2
"Type of Aglaophenia robusta",2
"Type of Agobardus anormalis| Paralectotype of Agobardus anormalis",2
"Type of Allopora miniata",2
"Type of Amara sterilis",2
"Type of Anax buchii",2
"Type of Anguispira alternata",2
"Type of Anisodactylus immanis",2
"Type of Anisopogon johnsoni",2
"Type of Anomala exterranea",2
"Type of Anomala tumulata",2
"Type of Anthonomus corruptus",2
"Type of Anthonomus debilatus",2
"Type of Anyphaena interita",2
"Type of Aphana rotundipennis",2
"Type of Apion curiosum",2
"Type of Aranea columbiae",2
"Type of Archilachnus pennatus",2
"Type of Argas americana",2
"Type of Argyromoeba fur",2
"Type of Arthropeas magna",2
"Type of Asyndetus interruptus",2
"Type of Balaninus flexirostris",2
"Type of Balaninus minusculus",2
"Type of Baris harlani",2
"Type of Bicellaria brevifurca",2
"Type of Bledius osborni",2
"Type of Bledius soli",2
"Type of Boletobius lyelli",2
"Type of Bombylius lancifer",2
"Type of Bombylius pulchellus",2
"Type of Bracon laminarum",2
"Type of Brychius horni",2
"Type of Byrrhus exanimatus",2
"Type of Byrrhus romingeri",2
"Type of Calobata kennicotti",2
"Type of Calobata maculosa",2
"Type of Calosoma aenescens",2
"Type of Calosoma emmonsii",2
"Type of Calosoma tepidum",2
"Type of Calosoma wilkesii",2
"Type of Cancer irroratus",2
"Type of Carabus jeffersoni",2
"Type of Carmelus sepositus",2
"Type of Caryophyllia formosa",2
"Type of Caryophyllia polygona",2
"Type of Caryophyllia zopyros",2
"Type of Catopamera augheyi",2
"Type of Ceutorhynchus clausus",2
"Type of Chauliognathus pristinus",2
"Type of Cheilosia ampla",2
"Type of Chlaenius obsoletus",2
"Type of Chrysops atropos",2
"Type of Chrysops frigidus",2
"Type of Chrysops striatus",2
"Type of Cicindela puritana",2
"Type of Cingula (Onoba) aculeus",2
"Type of Cladocora brevis",2
"Type of Cleonus degeneratus",2
"Type of Coccinella krantzi",2
"Type of Coccotorus principalis",2
"Type of Coccotorus requiescens",2
"Type of Collops extrusus",2
"Type of Collops priscus",2
"Type of Corixa immersa",2
"Type of Cremastorhynchus stabilis",2
"Type of Cryptocephalus vetustus",2
"Type of Cryptotermes dudleyi",2
"Type of Cubaris jamaicensis",2
"Type of Culicia inflata",2
"Type of Cybocephalus californicus",2
"Type of Cychrus constrictus",2
"Type of Cymatomera maculata",2
"Type of Derobrochus craterae",2
"Type of Dianchomena miranda",2
"Type of Diaplegma occultorum",2
"Type of Diaplegma ruinosum",2
"Type of Diaseris pusilla",2
"Type of Dictyna acuta",2
"Type? of Diplohelia profunda",2
"Type of Docirhynchus terebrans",2
"Type of Dolichopus quadrilamellatus",2
"Type of Dorytomus williamsi",2
"Type of Drosophila modesta",2
"Type of Drosophila virilis",2
"Type of Dysagrion lakesii",2
"Type of Dyschirius apicalis",2
"Type of Dyschirius aratus",2
"Type of Dyschirius montanus",2
"Type of Dyschirius parvus",2
"Type of Enaphrus rufulus",2
"Type of Epeira cinefacta",2
"Type of Ephemera macilenta",2
"Type of Epipocus unicolor",2
"Type of Eristalis pilosus",2
"Type of Eucope articulata",2
"Type of Eucryptus sectus",2
"Type of Eudistylia vancoveri",2
"Type of Eupeodes volucris",2
"Type of Evopes occubatus",2
"Type of Fungia scutaria",2
"Type of Fusconaia flava",2
"Type of Galumna robusta",2
"Type of Gastrocopta pentodon",2
"Type of Gerablattina balteata",2
"Type of Goniobasis aequa",2
"Type of Goniobasis castanea",2
"Type of Goniobasis comalensis",2
"Type of Goniobasis nassula",2
"Type of Goniobasis vanhyningiana",2
"Type of Gymnosoma filiola",2
"Type of Gyrotoma salebrosa",2
"Type of Habronattus brunneus insignis",2
"Type of Hadronema cinerescens",2
"Type of Haplotrema concavum",2
"Type of Harpalus obesulus",2
"Type of Heeria foeda",2
"Type of Helicina orbiculata",2
"Type of Hemisinus brevis",2
"Type? of Hydrocena fragilis",2
"Type of Hylobius provectus",2
"Type of Inocellia eventa",2
"Type of Io fluvialis brevis",2
"Type of Isopenthes jaennickeana",2
"Type of Kophobelemnon",2
"Type of Labidura lithophila",2
"Type of Labiduromma commixtum",2
"Type of Labiduromma gilberti",2
"Type of Laccopygus nilesii",2
"Type of Lachnopus humatus",2
"Type of Laomedea amphora",2
"Type of Larinus bronni",2
"Type of Lathrobium abscessum",2
"Type of Lebia montana",2
"Type of Lebia ruficollis",2
"Type of Leiodes globosa",2
"Type of Lepidopora glabra",2
"Type of Leptogaster loewi",2
"Type of Limnocema lutescens",2
"Type of Limnophilus soporatus",2
"Type of Limnopsyche dispersa",2
"Type of Limonius praecursor",2
"Type of Linyphia retensa",2
"Type of Liometopum pingue",2
"Type of Liriope indica",2
"Type of Lithecphora murata",2
"Type of Lucina ramulosa",2
"Type of Lygaeus stabilitus",2
"Type of Manopora erosa",2
"Type of Manopora nodosa",2
"Type of Megalomma roulei",2
"Type of Mesodon oppressus",2
"Type of Mesodon perigraptus",2
"Type of Micropeza turcana",2
"Type of Murex trialatus",2
"Type of Muricea agassizii",2
"Type of Myas umbrarum",2
"Type of Myrmedonia rudis",2
"Type of Natica traumata",2
"Type of Necrocydnus stygius",2
"Type of Nosotetocus debilis",2
"Type of Numitor claviger",2
"Type of Ochthedromus bifossulatum",2
"Type of Oculina tenella",2
"Type of Odontium carinatum",2
"Type of Odontomyia inaequalis",2
"Type of Orthoporus glyphonotus",2
"Type of Oscinis atriceps",2
"Type of Oxyloma decampi gouldi",2
"Type of Paracyathus conceptus",2
"Type of Parasmilia variegata",2
"Type of Parodarmistus caducus",2
"Type of Parodarmistus defectus",2
"Type of Parodarmistus inhibitus",2
"Type of Pegantha smaragdina",2
"Type of Petrablattina aequa",2
"Type of Philonthus abavus",2
"Type of Phrudopamera chittendeni",2
"Type of Phthinocoris lethargicus",2
"Type of Platynus floridanus",2
"Type of Plecia similkameena",2
"Type of Plexaura antipathes",2
"Type? of Plexippoides zhangi",2
"Type of Pocillopora ramiculosa",2
"Type of Poecilocapsus tabidus",2
"Type of Polygyra plicata",2
"Type of Porites lobata var. parvicalyx",2
"Type of Prionomerus irvingii",2
"Type of Procoris sanctaejohannis",2
"Type of Pterostichus illustris",2
"Type of Pterostichus pumpellyi",2
"Type of Ptomaphagus californicus",2
"Type of Purena brownei",2
"Type of Rhamphomyia exigua",2
"Type of Rhamphomyia limbata",2
"Type of Rhamphomyia longipennis",2
"Type of Rhinocyllus improlus",2
"Type of Saperdirhynchus priscotitillator",2
"Type of Sargus elegans",2
"Type of Sbenaphis uhleri",2
"Type of Scutinoblattina recta",2
"Type of Scyphophorus laevis",2
"Type of Sertularella formosa",2
"Type of Sitones venustulus",2
"Type of Skeneopsis planorbis",2
"Type of Stenopamera subterrea",2
"Type of Stenophlebia phryne",2
"Type of Stenotrema stenotrema",2
"Type of Stylaster complanatus",2
"Type of Stylaster filogranus",2
"Type of Succinea avara",2
"Type of Synarea danae",2
"Type of Syndepas gouldi",2
"Type of Syrphus willistoni",2
"Type of Systoechus oreas",2
"Type of Systoechus vulgaris",2
"Type of Tabanus sagax",2
"Type of Tabanus sparus",2
"Type of Tabanus venustus",2
"Type of Taphacris reliquata",2
"Type of Telmatrechus parallelus",2
"Type of Tethneus hentzii",2
"Type of Tethneus provectus",2
"Type of Tetracannota collapsa",2
"Type? of Tetragnatha tertiana",2
"Type of Tettigonia priscomarginata",2
"Type of Thecopsammia socialis",2
"Type of Tipula internecata",2
"Type of Tipulidea bilineata",2
"Type of Titanoeca hesterna",2
"Type of Triodopsis albolabris",2
"Type of Triodopsis tridentata juxtidens",2
"Type of Trypanorhynchus depratus",2
"Type of Trypodendron impressus",2
"Type of Tychius secretus",2
"Type of Tyrbula russelli",2
"Type of Vallonia pulchella",2
"Type of Vermilio tibialis lowi",2
"Type of Xenoneura antiquorum",2
"Type of Zaphrentis immanis",2
"Type of Zonitoides arboreus",2
"Type of Zoogenetes harpa",2
"type; type",2
"type; type; holotype",2
"Voucher of Acantharchus pomotis",2
"voucher of Acanthopleura granulata",2
"Voucher of Acanthopyge hirsutus",2
"Voucher of Acidaspis cincinnatiensis",2
"Voucher of Acrophyllum oneidaense| Voucher of Acrophyllum oneidaense",2
"Voucher of Actinauge nodosa tuberculosa| Syntype of Actinauge nodosa tuberculosa",2
"Voucher of Actinoceras bigsbyi",2
"Voucher of Actinopeltis carolialexandri| Voucher of Actinopeltis carolialexandri",2
"Voucher of Actinopeltis globosa",2
"Voucher of Actinopeltis globosa| Voucher of Actinopeltis globosa",2
"Voucher of Actinopeltis globosus",2
"Voucher of Afrana angolensis",2
"Voucher of Aganaster gregarius",2
"Voucher of Agassizia clevei",2
"Voucher of Agnostus nudus",2
"Voucher of Agnostus trisectus",2
"voucher of <a href=\http://arctos.database.museum/name/Ambystoma tigrinum\>Ambystoma tigrinum</a>, page 31 in <a href=\http://arctos.database.museum/publication/10007633\>Holman 1970</a>",2
"voucher of <a href=\http://arctos.database.museum/name/Cynomys gunnisoni\>Cynomys gunnisoni cf.</a> cf., page 36 in <a href=\http://arctos.database.museum/publication/10007624\>Goodwin 1995</a>",2
