"index.specificepithet","reps"
"primogenius",32
"prionata",32
"prouti",32
"pseudo-populus",32
"punculata",32
"quadoloupensis",32
"quinquesemita",32
"raddei",32
"recurrens",32
"reeveiana",32
"reicheli",32
"relatus",32
"rexi",32
"rinconensis",32
"rosimon",32
"roumanicus",32
"rugipustulosa",32
"ruibali",32
"schuberti",32
"scrutator",32
"scutifrons",32
"seminolum",32
"septemspinosus",32
"setulosa",32
"sherborni",32
"siccus",32
"silicula",32
"skua",32
"snowyensis",32
"sonnerati",32
"sp. c",32
"spectabile",32
"spei",32
"spicilegus",32
"squammata",32
"steerei",32
"sterreri",32
"stygius",32
"subadvena",32
"subminuta",32
"subrectangularis",32
"subterranea",32
"sulfureus",32
"supina",32
"tehuelchus",32
"tergida",32
"tranquilla",32
"triassicus",32
"truemani",32
"turdinus",32
"unguloidea",32
"untersteini",32
"urochrysia",32
"vacavillensis",32
"vegrandis",32
"venosum",32
"venticolum",32
"victoriensis",32
"violascens",32
"viridifasciata",32
"waldronensis",32
"wendtii",32
"wutuensis",32
"xanthochlorus",32
"yazooensis",32
"yeguaensis",32
"zerene",32
"zonifera",32
"acolus",31
"acutauricularis",31
"aedilis",31
"aegeria",31
"aequibrachiatus",31
"ageri",31
"alabamense",31
"albatella",31
"aliciae",31
"allium",31
"amandava",31
"anaglypticus",31
"annulicorne",31
"antennatus",31
"araucarioid",31
"arcaria",31
"argi",31
"ascitus",31
"aspersum",31
"atrocaudata",31
"baculum",31
"banana",31
"bellovacina",31
"bendalli",31
"bertheloti",31
"biaculeatus",31
"biolleyi",31
"brannerii",31
"bucaillei",31
"buffalo",31
"byrnesi",31
"cadytis",31
"callista",31
"calypso",31
"camelopardalis",31
"canimarensis",31
"canni",31
"carapitana",31
"casus",31
"celtis",31
"chiridota",31
"chorus",31
"chouteauensis",31
"chrysotus",31
"cloptoni",31
"clunicularis",31
"cocandica",31
"coeruleogularis",31
"collatum",31
"concamerata",31
"conspersa",31
"constans",31
"contusa",31
"cortezi",31
"corticaria",31
"crassisquama",31
"creatopus",31
"crebricostata",31
"crenifera",31
"crucifera",31
"cunninghami",31
"curtipennis",31
"cyanocinctus",31
"dalii",31
"damicornis",31
"danica",31
"darchia",31
"dea",31
"deburghiae",31
"delphinuloides",31
"demistriatum",31
"dibranchiata",31
"dilatatum",31
"discina",31
"disjecta",31
"dohertyi",31
"d'orbignyi",31
"dorrigoensis",31
"dubitatiformis",31
"earlei",31
"echion",31
"ecplecta",31
"egenum",31
"ellsi",31
"enodis",31
"eunice",31
"euryteines",31
"exilispinosa",31
"expectatus",31
"exuvia",31
"fabarium",31
"facula",31
"faustina",31
"filiaris",31
"fiteae",31
"fletchergryllus",31
"folidodes",31
"funatus",31
"furca",31
"fusconigrga",31
"fusibrachiatus",31
"fusinus",31
"futabensis",31
"gabonensis",31
"galvestonensis",31
"gansseri",31
"gerda",31
"gesneri",31
"gibbula",31
"glabrans",31
"grandisquamis",31
"gryci",31
"gulosa",31
"hampenensis",31
"hardensis",31
"helicinus",31
"hexagonatus",31
"imitor",31
"impactus",31
"insecta",31
"interlineatus",31
"jacula",31
"jejei",31
"jocelynae",31
"karreriana",31
"kimbroense",31
"knoxvillensis",31
"laevimanus",31
"lanatus",31
"lara",31
"larimerense",31
"lassulipes",31
"latidentata",31
"latidorsatum",31
"lenticularia",31
"leptopus",31
"leucopyga",31
"leucosia",31
"levii",31
"lindsayi",31
"lineaticollis",31
"linneiana",31
"linteatus",31
"lividulum",31
"lopeztrigoi",31
"luculenta",31
"macromma",31
"magnei",31
"malakuna",31
"mangeri",31
"mardiae",31
"maroccanicus",31
"marron",31
"masculus",31
"matheroniana",31
"mcconnelli",31
"michiganensis",31
"microstomum",31
"mimikae",31
"mitchellianus",31
"mitrata",31
"molenaari",31
"monarchus",31
"mongolicus",31
"monocera",31
"montorum",31
"morrisiana",31
"mulciber",31
"mundum",31
"muntjac",31
"mutilatus",31
"myrmidone",31
"myrrhina",31
"naticoides",31
"nigricollensis",31
"nodifer",31
"norfolkensis",31
"nubiana",31
"obtectus",31
"okensis",31
"olivieri",31
"osiris",31
"oxybaphon",31
"ozambicus",31
"pacis",31
"paleocenica",31
"panones",31
"paramoorei",31
"parietale",31
"parthenice",31
"parvimanus",31
"patellaris",31
"pecari",31
"pelops",31
"pelvidens",31
"pendula",31
"pengaronensis",31
"percnopterus",31
"perotis",31
"petacalcoensis",31
"pettos",31
"phoenicobia",31
"plicarium",31
"potosiana",31
"promethea",31
"prometheus",31
"pullastrea",31
"pustuloides",31
"pyrrholeuca",31
"quadricarinata",31
"ramosissima",31
"ramskoeldi",31
"randi",31
"rasettii",31
"recrea",31
"recticostatus",31
"richi",31
"rivurbana",31
"rubrica",31
"rufivertex",31
"rukwae",31
"rumicivorus",31
"rupinus",31
"salvatori",31
"sarmaticus",31
"scabriceps",31
"scabrinodis",31
"schrammii",31
"scylla",31
"setirostris",31
"siju",31
"silleesi",31
"simplissima",31
"smilus",31
"spadix",31
"sp f",31
"spissus",31
"stillwaterensis",31
"sturi",31
"subcoronatum",31
"subrudis",31
"subscalaris",31
"sultanea",31
"sundbergi",31
"supersexa",31
"suspecta",31
"tabuensis",31
"taphrium",31
"terranorica",31
"tholiaphor",31
"tithonus",31
"toddi",31
"tolimensis",31
"trageri",31
"tribos",31
"trifrons",31
"tristicula",31
"trueloides",31
"turba",31
"uranoscopus",31
"uranus",31
"variolare",31
"varistriata",31
"varsoviensis",31
"viaria",31
"vulsella",31
"washitaensis",31
"westwoodi",31
"wewokana",31
"wilkinsoni",31
"zonale",31
"zoqui",31
"5t",30
"acapulcoensis",30
"acuticauda",30
"aequicostatus",30
"aequoreus",30
"aestacella",30
"alitha",30
"alpheda",30
"alticallosa",30
"alticeps",30
"amalia",30
"amygdalumtostum",30
"anchicayae",30
"androcles",30
"anonymus",30
"antennata",30
"aplatus",30
"appendix",30
"aquatica",30
"arachnipodus",30
"argyrognomon",30
"artifex",30
"aspasia",30
"aspinwallensis",30
"aucklandica",30
"aureomexicana",30
"auriculus",30
"aurolineatum",30
"balkanicus",30
"bandatum",30
"bantamensis",30
"bayani",30
"beatus",30
"belviderei",30
"bentonianum",30
"bicaorum",30
"binghami",30
"bischoffi",30
"blaini",30
"bonevalleyensis",30
"boninensis",30
"bononiensis",30
"boulayoides",30
"boulderensis",30
"brebissoni",30
"bryerea",30
"buchiana",30
"caelebs",30
"cajetanus",30
"callilaemum",30
"callizona",30
"canteroiana",30
"captionis",30
"castus",30
"catella",30
"catinulus",30
"cavalla",30
"cf. b. grandis",30
"cf. fugax",30
"chalcospilos",30
"chalix",30
"chaquensis",30
"cheyenense",30
"chrysopterum",30
"cicur",30
"cinereicollis",30
"cirrhosus",30
"cloneta",30
"clydei",30
"coccodes",30
"comanchensis",30
"complicatum",30
"coopi",30
"copiosa",30
"coriaceus",30
"cosibensis",30
"costaria",30
"couttsiae",30
"cristallina",30
"culveri",30
"cyprinoides",30
"cystops",30
"dacreanii",30
"dactylinus",30
"difformis",30
"distenta",30
"dolabraeformis",30
"dolabrifera",30
"dubiosus",30
"dumasensis",30
"duplus",30
"durvillei",30
"ectypa",30
"ecuadorana",30
"elgini",30
"ellipsoideus",30
"emma",30
"epicles",30
"esculentus",30
"euchrysea",30
"eucymata",30
"eugenii",30
"exempla",30
"fairmountensis",30
"favosus",30
"filifer",30
"fistularis",30
"flavolineatum",30
"florealis",30
"foremanae",30
"fortellum",30
"fractum",30
"fragosus",30
"fritschi",30
"frontale",30
"frosti",30
"fundaminis",30
"gariepensis",30
"genalunata",30
"gervaisii",30
"gorgun",30
"gowandense",30
"grabhami",30
"guyanensis",30
"guyannensis",30
"hainesi",30
"hancockensis",30
"harpularia",30
"hartmani",30
"heckeli",30
"hecticus",30
"hemicidaroides",30
"hepsetus",30
"herveyi",30
"hidalgoi",30
"hipposideros",30
"hirtipennis",30
"hollandia",30
"hopsoni",30
"horneri",30
"hoskynsi",30
"huddlestuni",30
"huerfanensis",30
"huppertzi",30
"hybridus",30
"hyperbius",30
"iheringii",30
"imperforata",30
"impura",30
"inequilateralis",30
"infimus",30
"infragranulata",30
"inhaerens",30
"inopinatus",30
"jollaensis",30
"kankakensis",30
"kefersteinii",30
"knerii",30
"labracoides",30
"lacunosus",30
"lagotis",30
"lamaria",30
"laticardinalis",30
"latifasciata",30
"latreillei",30
"latucelsum",30
"leucocomum",30
"liaoi",30
"lindensis",30
"linea",30
"linepunctata",30
"litigiosus",30
"macnallyae",30
"maculicauda",30
"magnispina",30
"malindeva",30
"marshallensis",30
"marsyas",30
"matinalis",30
"mazyckii",30
"mcmichaeli",30
"melanospilus",30
"melanothorax",30
"melonoides",30
"memnonius",30
"merremi",30
"mesialis",30
"messanensis",30
"metisensis",30
"minusculum",30
"mitella",30
"mojavensis",30
"montandoni",30
"moragensis",30
"morrhuanum",30
"mowichense",30
"mulatta",30
"multicostellata",30
"munidoides",30
"muticus",30
"nehalemensis",30
"neobule",30
"nigricula",30
"nitella",30
"noctula",30
"novacula",30
"nuttalliana",30
"oaxacensis",30
"occitanus",30
"ochrostoma",30
"osculus",30
"owenii",30
"palawanensis",30
"palirostrata",30
"pallidum",30
"papou",30
"parabates",30
"paradigitalis",30
"parvivorus",30
"pazi",30
"pentacus",30
"peracutus",30
"periander",30
"phaiodactylus",30
"picata",30
"piggae",30
"pilularis",30
"pisonis",30
"plafkeri",30
"platyodon",30
"plinius",30
"pogonipensis",30
"pompholyx",30
"pottsvillea",30
"prinosi",30
"propython",30
"proteana",30
"protensa",30
"pseudaltidens",30
"ptilorhynchus",30
"puerpera",30
"puntagordana",30
"purisubrhomboidea",30
"pyramidatum",30
"pyrrhophanus",30
"pyrrhotis",30
"quadruplex",30
"quantilla",30
"quichua",30
"rabidensis",30
"radiata var. levis",30
"recens",30
"recognitus",30
"rectangulatus",30
"reevesi",30
"remotus",30
"remulipes",30
"renode",30
"retzii",30
"rhombea",30
"rhytium",30
"roissyi",30
"rowelli",30
"rufigaster",30
"saburon",30
"sagraianum",30
"sandiegoensis",30
"santana",30
"sauvagii",30
"savartii",30
"scaphoides",30
"secalica",30
"selecta",30
"seminudum",30
"sempronius",30
"sephanoides",30
"septies",30
"serina",30
"servus",30
"sexguttata",30
"sexnotata",30
"sieberi",30
"sigmoidalis",30
"sikapui",30
"simatum",30
"soldadensis",30
"somonensis",30
"spangleri",30
"spathi",30
"specialis",30
"spiekeri",30
"squameiceps",30
"sterna",30
"strictolineata",30
"styrax",30
"subplicata",30
"subrotundum",30
"subspiniger",30
"surrucura",30
"swallovanus",30
"syntrophioides",30
"tayloriana",30
"tecticostata",30
"tecuyensis",30
"tetramerus",30
"tetraspilotus",30
"thaeocoryla",30
"thompsonii",30
"tianschanicus",30
"tiptoniana",30
"tobaci",30
"tonkiniana",30
"tonolowayensis",30
"triarthroides",30
"tridentatum",30
"trigonopodus",30
"trigonostoma",30
"tschudii",30
"tshawytscha",30
"tumidulus",30
"tumulus",30
"tutus",30
"ulmensis",30
"uniramia",30
"univittatus",30
"ursidens",30
"utiformis",30
"vanvlecki",30
"velaris",30
"velia",30
"viduata",30
"vieilloti",30
"vilatatus",30
"weissi",30
"whytei",30
"wilkella",30
"wyomingiana",30
"xanthodon",30
"xanthopygus",30
"acerra",29
"achirense",29
"aciculatus",29
"acis",29
"agarithe",29
"agesilas",29
"alala",29
"albellus",29
"albilineatus",29
"alexi",29
"alfari",29
"alsulus",29
"alumina",29
"alveolus",29
"amaurochalinus",29
"ammonis",29
"amphitrite",29
"anatolicus",29
"anoxanthus",29
"anubis",29
"apobathrota",29
"archebates",29
"arcta",29
"arctostriatus",29
"ardmorensis",29
"argalus",29
"arundinea",29
"arvanus",29
"atlanta",29
"atrifrons",29
"atripes",29
"aureavallis",29
"auriceps",29
"baccatum",29
"baldyensis",29
"barbensis",29
"beisseli",29
"benghalense",29
"bernardii",29
"bernhardus",29
"beta",29
"bidorsata",29
"biroi",29
"bogatensis",29
"boissieri",29
"brachydactyla",29
"brooksensis",29
"buchivacoanus",29
"buchwaldi",29
"bucinator",29
"bufoninum",29
"burdenii",29
"busbyi",29
"cabritii",29
"cactorum",29
"callinome",29
"campanula",29
"candidula",29
"capella",29
"carbonensis",29
"cavicolle",29
"cephallonica",29
"cf.h. mormoni",29
"chippewaensis",29
"ciperoensis",29
"cista",29
"coelatus",29
"comatula",29
"concavata",29
"concisus",29
"confucii",29
"conspurcata",29
"convexulus",29
"cooperorum",29
"copeana",29
"cornigerum",29
"cumbrensis",29
"cuneifolium",29
"curacao",29
"curaeus",29
"cyaneoviridis",29
"cyathaxoniforme",29
"damesi",29
"deanei",29
"defuncta",29
"depalmai",29
"diegoensis",29
"diptycha",29
"disticha",29
"dolicaon",29
"donacium",29
"drymanos",29
"duodecimcostatus",29
"ebraea",29
"elwyni",29
"engonatus",29
"eocena",29
"epaphia",29
"epistomoides",29
"erycina",29
"estriatus",29
"eurybathrodon",29
"exesa",29
"eydei",29
"famula",29
"fayi",29
"filisculptus",29
"fissa",29
"fittoni",29
"folia",29
"foliosa",29
"forficula",29
"fossilium",29
"frenatum",29
"fulgurator",29
"gaederopus",29
"gallardoi",29
"gemmula",29
"gibberosus",29
"globata",29
"goesi",29
"gongylus",29
"graminicola",29
"grayanus",29
"grinnellensis",29
"grosserugosa",29
"guainumbi",29
"guttifer",29
"gymnus",29
"haasi",29
"habanensis",29
"haydoni",29
"hectus",29
"henningia",29
"hillii",29
"hirtus",29
"hjalmarsoni",29
"hopensis",29
"horei",29
"ibicus",29
"inaequicostata",29
"inceptum",29
"insinuatis",29
"intercalatum",29
"isognomostomos",29
"jaegeri",29
"jarbas",29
"jervensis",29
"juba",29
"krausiana",29
"laeviusculus",29
"laeviventris",29
"lamellaris",29
"lamelliferum",29
"lampretaeformis",29
"lamyi",29
"lapidosa",29
"leidyanus",29
"leroyi",29
"leucomelanos",29
"linospina",29
"liops",29
"lischkei",29
"lithographica",29
"longispinis",29
"ludwigii",29
"luteopictus",29
"lutheri",29
"lycopersicus",29
"macrospira",29
"mahogani",29
"majuscula",29
"m-album",29
"marshallana",29
"masquinongy",29
"meander",29
"medusa",29
"melanostictus",29
"michaelis",29
"molengraaffi",29
"monrovia",29
"montanense",29
"morckhoviensis",29
"moseri",29
"multipunctatus",29
"myllus",29
"mystax",29
"navicularis",29
"neotropica",29
"newberryana",29
"newcombei",29
"nigrofusca",29
"nodocosta",29
"nodulina",29
"norwalkensis",29
"nubilalis",29
"nubilis",29
"nuttallianus",29
"oberi",29
"odhneri",29
"ollula",29
"olympia",29
"opaculus",29
"oulotricha",29
"ovumserpentis",29
"pachycephalus",29
"padusa",29
"paucicostellae",29
"penonensis",29
"penthesilea",29
"peramabilis",29
"pergranosa",29
"perplicata",29
"pfeifferiana",29
"pileopsis",29
"pisciformis",29
"polygyratus",29
"ponsonbyi",29
"populifolius",29
"potto",29
"principensis",29
"pseudiris",29
"pseudogoepperti",29
"pterotum",29
"ptychophora",29
"reaseri",29
"reinwardtii",29
"remingtoni",29
"rolland",29
"rudita",29
"ruppelli",29
"sandovalensis",29
"sapinea",29
"sapphirina",29
"satura",29
"scaberrima",29
"scabrosa",29
"scamander",29
"schoharie",29
"schotti",29
"serenum",29
"setosum",29
"severa",29
"shaleri",29
"shantungensis",29
"silva",29
"sinicus",29
"sinistrum",29
"soloensis",29
"sorenseni",29
"spiloptera",29
"stenopa",29
"stephensae",29
"subaquila",29
"subcretaceus",29
"subhemisphericus",29
"subsulcifera",29
"sufflamen",29
"sulcatifrons",29
"sulcidens",29
"suppressa",29
"swallovianus",29
"tabanula",29
"tachiro",29
"telfairi",29
"tenuiramosus",29
"terebraeformis",29
"tesselatum",29
"titania",29
"tolima",29
"transpecosensis",29
"tricarinatum",29
"tridactylum",29
"tripla",29
"trojanus",29
"turkiensis",29
"tympanistria",29
"uhleri",29
"umbripes",29
"unchall",29
"ungaricus",29
"unicarum",29
"ventrimaculatus",29
"vexator",29
"wahtubbeana",29
"williamsae",29
"wvellerstorfi",29
"xanthops",29
"yakani",29
"yaqui",29
"zacae",29
"acaste",28
"adamanteum",28
"agathae",28
"ahli",28
"ajo",28
"akneriana",28
"alacer",28
"alaudinus",28
"alcesta",28
"alicae",28
"anguillare",28
"anguliferum",28
"anomalatum",28
"arenivagus",28
"argentia",28
"armatura",28
"aruensis",28
"arundinaceus",28
"atacamensis",28
"atlantisae",28
"aurisjudae",28
"aviculoides",28
"barbigera",28
"barbus",28
"bartholomaei",28
"bellense",28
"beltensis",28
"bifurca",28
"bowersi",28
"brevialatus",28
"brongersmai",28
"bruguieri",28
"buccinea",28
"burkhanensis",28
"bushii",28
"calathus",28
"calcifera",28
"calloporoides",28
"cancrini",28
"canui",28
"cartieri",28
"cassicus",28
"castelnaui",28
"cataphractum",28
"cattaroensis",28
"cerea",28
"cerinella",28
"chloropygius",28
"christophi",28
"chrysargos",28
"chrysonotus",28
"circumdata",28
"cirnei",28
"cliftoni",28
"colesi",28
"conchifer",28
"conspersula",28
"coppingeri",28
"corbicula",28
"coroanus",28
"corteziensis",28
"covingtonensis",28
"crassiplica",28
"cretensis",28
"crickmayi",28
"crosotus",28
"crossotus",28
"cumanensis",28
"cynosura",28
"daunus",28
"dehmi",28
"delectorum",28
"desmotis",28
"dhrumaensis",28
"discoides",28
"dohrni",28
"doliata",28
"dreisbachi",28
"dufresnei",28
"ecudobus",28
"effingeri",28
"eloquens",28
"elusivus",28
"emaciatia",28
"engaddensis",28
"enigmatica",28
"ermineus",28
"erylus",28
"euancycla",28
"eumus",28
"euops",28
"euryale",28
"explanatus",28
"exusta",28
"fangaroo",28
"faurei",28
"femorata",28
"ferratum",28
"fibula",28
"flavoviridis",28
"florensis",28
"fluctusculpturata",28
"foweyensis",28
"funaria",28
"gabonicus",28
"gaigeae",28
"galathinus",28
"gaskoini",28
"gemina",28
"girardana",28
"glabrella",28
"glaseri",28
"goniata",28
"gracillimum",28
"grahamii",28
"grandiflora",28
"grandipustula",28
"grewingki",28
"gronlandica",28
"guilleminii",28
"gula",28
"guttatum",28
"haddoni",28
"hagermanensis",28
"hamillei",28
"haquei",28
"hargravesi",28
"harrisae",28
"helluo",28
"hernandoensis",28
"heterogyna",28
"hibernica",28
"hildrethi",28
"holmesianus",28
"holothurioides",28
"hylobadistes",28
"ida",28
"immigrans",28
"inaedactylus",28
"indeprensa",28
"inequicostella",28
"infrasignatus",28
"insuetus",28
"interglacialis",28
"ione",28
"irius",28
"jacchus",28
"jacobschapelensis",28
"jenynsii",28
"kaura",28
"keohea",28
"klapperi",28
"klugii",28
"koefoedi",28
"kondoi",28
"laciniatus",28
"lacunella",28
"lamprus",28
"langfordi",28
"laparogramma",28
"lapilla",28
"larina",28
"lasallense",28
"latipinnis",28
"lavinia",28
"leonardii",28
"leucodactylus",28
"liebeana",28
"liebecki",28
"linoproductiformis",28
"linteum",28
"litulon",28
"longispira",28
"luteum",28
"lutrensis",28
"lysander",28
"manavi",28
"mantiensis",28
"marinoi",28
"marmax",28
"marybethi",28
"matutinus",28
"mavors",28
"meadi",28
"megacephalum",28
"melanolophus",28
"menthafontis",28
"milesi",28
"miopetina",28
"miserabilis",28
"mobergi",28
"moloch",28
"monochroa",28
"montgomeryensis",28
"monticula",28
"morrisiania",28
"moulinsiana",28
"multinotata",28
"multituberculatum",28
"muralensis",28
"muraria",28
"nacunda",28
"neogaeus",28
"nicobariensis",28
"nicoli",28
"nikolasi",28
"notopterus",28
"novae-hollandiae",28
"nox",28
"nucleola",28
"nuperus",28
"nuttali",28
"obtrulata",28
"ocinus",28
"olivascens",28
"optata",28
"otaria",28
"paludinosus",28
"panamense",28
"pannucia",28
"paucicostatum",28
"pelicatus",28
"peramabile",28
"perceensis",28
"perchaensis",28
"perreti",28
"persa",28
"pilatum",28
"placentis",28
"pleei",28
"pocahontas",28
"pocockii",28
"polillensis",28
"pontificus",28
"porcinus",28
"portoricense",28
"postmosquensis",28
"praeambiguus",28
"praecursa",28
"psilotoides",28
"pugnator",28
"pulleyi",28
"pupula",28
"purpuroptera",28
"quadraticaudata",28
"rasuvilcensis",28
"redwallensis",28
"reticulariformis",28
"reticuloides",28
"retiforme",28
"ricei",28
"rickerensis",28
"riveti",28
"rosalia",28
"rouxii",28
"ruddi",28
"rufitorques",28
"saccularis",28
"sagrum",28
"salmonense",28
"sanctipauli",28
"saportana",28
"sarthacensis",28
"scitulum",28
"scriptum",28
"sectator",28
"sejunctus",28
"semiapertus",28
"seminudus",28
"septigera",28
"serratula",28
"sexplanatus",28
"sheldonae",28
"simla",28
"simmsi",28
"sinaloae",28
"snyderi",28
"solikamskensis",28
"sonomae",28
"southerlandi",28
"spineum",28
"spironema",28
"spitzbergensis",28
"spongiosa",28
"standleyi",28
"steinecki",28
"stidhomi",28
"stirpsarcana",28
"straminicollis",28
"strebeli",28
"striatoparadoxa",28
"stylopora",28
"subemarginata",28
"submurifer",28
"subrosea",28
"subtruncatus",28
"suessana",28
"taffi",28
"tangentialis",28
"tasmanicus",28
"tectiformis",28
"tenuicostus",28
"tenuiculus",28
"tessellatum",28
"thaca",28
"theklae",28
"thetidis",28
"timius",28
"togoensis",28
"tomopterna",28
"tortum",28
"torulatus",28
"toulai",28
"toulmini",28
"trapezoideus",28
"travisensis",28
"triangulare",28
"triploida",28
"trispinosus",28
"troberti",28
"tryoniana",28
"tucumanum",28
"uintanum",28
"umbrans",28
"umpquaensis",28
"uncitiodes",28
"unipuncta",28
"uruguayensis",28
"vacca",28
"varicosta",28
"ventricusa",28
"vertumnus",28
"vigilax",28
"virga",28
"viridatum",28
"vison",28
"volucellus",28
"wykehami",28
"yatesi",28
"yoldiformis",28
"yucatanicus",28
"zagreus",28
"abscissa",27
"acares",27
"acervalis",27
"actina",27
"adaense",27
