"genus","reps"
"GRANOARCA",11
"Granulifusus",11
"GRATELOUPIA",11
"Gryphaea?",11
"Grypoceras",11
"Guembelites",11
"Hadrocheilus",11
"Halargyreus",11
"Halicarcinus",11
"Halolimnohelix",11
"Halyphysema",11
"Hansenisca",11
"Hansotreta",11
"Hapalocrinus",11
"Haplolambda",11
"Haploprimitia",11
"HARPA",11
"Harpaphe",11
"Harpides",11
"Hastagnostus",11
"HAWAIIA",11
"Haynesina",11
"Heintzella",11
"Helenia",11
"Heliocis",11
"Heliosoma",11
"Hemerodromia",11
"Hemiaulus",11
"Hemicalypterus",11
"Hemidiscus",11
"Hemilecanites",11
"Hemiphaga",11
"Hemiseptella",11
"Hemisurcula",11
"Heptacarpus",11
"Hernodia",11
"Hesperotrophia",11
"Hexagonia",11
"Hildebrandtia",11
"Himantarium",11
"Hippocrepina",11
"HIRSCHMANNIA",11
"Historis",11
"Homoeomma",11
"Homophyla",11
"Hoplotilapia",11
"Horaeometra",11
"Hormiphora",11
"Hourcquia",11
"Howellaspis",11
"Hudsonoceras",11
"Humilogriffithides",11
"Hyalinea",11
"HYALOPYRGUS",11
"Hydrellia",11
"Hydroblastus",11
"Hylomeryx",11
"Hyperoche",11
"Hypocladiscites",11
"Hypoptopoma",11
"Hypsilepis",11
"Ichthyotringa",11
"INTERCHLAMYS",11
"Ischyrinia",11
"Isocrania",11
"Isopisthus",11
"Isthmia",11
"Janumys",11
"Jenynsia",11
"Jilinmartinia",11
"Jollas",11
"JUGOCYTHEREIS",11
"Kanoshia",11
"Karinopteris",11
"Kayentachelys",11
"KROMTITIS",11
"Kunthia",11
"Labrochromis",11
"Laccophyllum",11
"Lachnocnema",11
"Lachnomyrmex",11
"Lachrysia",11
"Ladogioides",11
"Laemondonta",11
"Laevagonum",11
"LAEVIPROSOPON",11
"Lamellaptychus",11
"Lamprospilus",11
"Lampsilin",11
"Laodicea",11
"Larifuga",11
"Lasiancistrus",11
"Lecithophorus",11
"Leiosolenus",11
"Leniechinus",11
"Lepetella",11
"Lepidopsetta",11
"Leptaenopoma",11
"Leptoceras",11
"Leptodermella",11
"Leptograpsus",11
"Leptonema",11
"Leptonychotes",11
"Leptosphinctes",11
"Leptostrobus",11
"Leptosurcula",11
"Leptotriticites",11
"Letharchus",11
"Liardetia",11
"Ligyrus",11
"Limnadia",11
"Limnomedusa",11
"Linographus",11
"Linoprotonia",11
"Lioheterodon",11
"Liophidium",11
"Liopus",11
"LIOTIA",11
"Liraria",11
"Lithecphora",11
"Lithochromus",11
"Littoridinops",11
"Llanoella",11
"Logania",11
"Lonsdalia",11
"Lopinga",11
"Lordorthis",11
"Loria",11
"Loricariidae",11
"Loxoconchella",11
"LOXOCORNICULUM",11
"LOXOPLOCUS",11
"Loxosomella",11
"Lumbriconereis",11
"Lyelliceras",11
"Macrophylloceras",11
"Macropneustus",11
"Macrotis",11
"Maexisporites",11
"Magadina",11
"Magnoliophyllum",11
"Malagiella",11
"Malayemys",11
"Malpolon",11
"Manobia",11
"Manopora",11
"MANSFIELDELLA",11
"Manykodes",11
"Maravichromis",11
"Marchantites",11
"Margarella",11
"Marginirugus",11
"Marsyas",11
"Masritherium",11
"Mastigoteuthis",11
"Matus",11
"Mawsonia",11
"Mckennatherium",11
"MEEKOCERAS",11
"Megadesmus",11
"Megaglossoceras",11
"Meiolania",11
"Menetes",11
"Meropesta",11
"Mespilocystites (a coronate crinoid)",11
"Mesuropetala",11
"Metadagnoceras",11
"Metalycaeus",11
"Metascutellum",11
"Michaelus",11
"Micrhystridium",11
"Microdiphasoceras",11
"Micromesistius",11
"Microparia",11
"MIMACHLAMYS",11
"Mimatrypa",11
"Mirachelus",11
"Mitrocoma",11
"Mogera",11
"Momisia",11
"Monachella",11
"Monilearia",11
"Monilema",11
"Monocrepidius",11
"Monomorella",11
"Monostychia",11
"MONTIPORA",11
"Mormonia",11
"Moschus",11
"Mucronaria",11
"Mucronaspis",11
"Mulloidichthys",11
"Mycterops",11
"Myioparus",11
"Myrmecobius",11
"Mysoria",11
"Mytilaster",11
"Mytilimeria",11
"Myxomitodes",11
"Myxostoma",11
"Myzornis",11
"Nahecaris",11
"Najas",11
"Nannites",11
"Nannocetus",11
"Nannus",11
"Naphrys",11
"Neaspilota",11
"Neobeliscus",11
"Neolenticulina",11
"Neolycaena",11
"Neoporus",11
"Neozeacrinus",11
"Nereimyra",11
"Nereina",11
"Neretina",11
"Nesodesmus",11
"Nilssoniocladus",11
"NITIDELLA",11
"Nitidotellina",11
"Nodosculda",11
"Nordmannia",11
"Nothofagus",11
"Notocrinus",11
"Notolagus",11
"Notolomus",11
"Nucinella",11
"Nuxocrinus",11
"Octodon",11
"Octotoma",11
"Odontomasorens",11
"Oedorhachis",11
"Ogygiocaris",11
"Oligometra",11
"Oligothyrina",11
"Omosita",11
"Omosoma",11
"Omotyphus",11
"Onychiurus",11
"Opechinus",11
"Opheodesoma",11
"Ophiolebes",11
"Ophioplocus",11
"Ophiopsila",11
"Ophioscolex",11
"Ophryastes",11
"Ophryoessoides",11
"Orbinaria",11
"Oreaster",11
"Orectodictya",11
"Ornipholidotos",11
"Ornithodoros",11
"Oromeryx",11
"ORTHIS",11
"Orthomylacris",11
"Orthonyx",11
"Orthopleurodus",11
"Orthoticia",11
"Ostracites",11
"Otidiphaps",11
"Otionella",11
"Otiosorex",11
"Ottenbyella",11
"Owenella",11
"Oxycomanthus",11
"Oxycopis",11
"Oxyethira",11
"Oxyurichthys",11
"Ozakia",11
"Ozestheria",11
"Pachnodus",11
"Pachycranium",11
"Pachymoorellina",11
"Padda",11
"Paedisca",11
"Palaeoryx",11
"Palaminus",11
"Paleocarpinus",11
"Palmicellaria",11
"Pamiroseris",11
"Pangasius",11
"Pangshura",11
"Panopea?",11
"Paralbertella",11
"Paraphidippus",11
"Parapholyx",11
"Parathurammina",11
"Paratopula",11
"Parichthyocrinus",11
"Parisangulocrinus",11
"Parnaenus",11
"Passalus",11
"Pectinodon",11
"Pectopteris",11
"Pegasus",11
"Pelecyods",11
"Pelmatozoa holdfast",11
"Penelopina",11
"Penichrophorus",11
"Pennella",11
"Pentaneura",11
"PENTREMITES",11
"Periomma",11
"Peripsocus",11
"Persephonaster",11
"Phalaenophana",11
"Phaneroneura",11
"Phantyna",11
"Phelobythocypris",11
"Phenopora",11
"Pheronema",11
"Phiomia",11
"Photostylus",11
"Phricodathyris",11
"Phrivodothyris",11
"Phrosina",11
"PHYLLOGRAPTUS",11
"Phymata",11
"Piabucina",11
"Pictothyris",11
"Pilherodius",11
"Pilumnoides",11
"Piperites",11
"Pisa",11
"PLANORBARIUS",11
"Platychara",11
"Platychilina",11
"Platychorista",11
"Platygobio",11
"Platymena",11
"Platyostoma?",11
"Plectropoma",11
"Plectrypops",11
"Plemnocrinus",11
"Plesiomma",11
"Plethomytilus",11
"PLEURODESMA",11
"Pleurodictyum?",11
"Pleurolucina",11
"Pleuronectites",11
"Pleurophorus?",11
"Pleuroxus",11
"Pliosaurus",11
"Ploas",11
"Poecilothrissa",11
"Polemistria",11
"Polemius",11
"Polihierax",11
"Poliocephalus",11
"Politolana",11
"Polyascosoecia",11
"Polygyratia",11
"Polyosteorhynchus",11
"Polyplectana",11
"Polyzonium",11
"Pompilocalus",11
"Pontobdella",11
"Pontoscolex",11
"Populophyllum",11
"Porocidaris",11
"Poroepistominella",11
"Porzanula",11
"Potamorhina",11
"Potoceras",11
"Praescutata",11
"Primipilaria",11
"Priochilus",11
"Pristisomus",11
"Proailurus",11
"Proceratophrys",11
"Proetidella",11
"Prohercostomus",11
"PROHOMOLA",11
"Prolixoplecta",11
"Proraster",11
"Prosthenops",11
"Proterotaenia",11
"Protochonetes",11
"Protophylocladoxylon",11
"Protovallupus",11
"Provanna",11
"Psammogorgia",11
"Psammoleon",11
"Psephechinus",11
"Pseudeuphausia",11
"Pseudhirundo",11
"Pseudodictyomitra",11
"Pseudoechis",11
"Pseudogloborotalia",11
"Pseudoinquisitor",11
"Pseudolivia",11
"Pseudonaja",11
"Pseudopavona",11
"Pseudopoecilia",11
"Pseudotubithyris",11
"Psilocrinus",11
"Psorthaspis",11
"Ptchophyllum",11
"Pteria (Pseudoptera)",11
"Pterocanium",11
"Pterochelus",11
"PTERYNOTUS",11
"Ptilocheirus",11
"Ptychogena",11
"Ptychopheria",11
"Pueraria",11
"Pugnox",11
"Punctoschmidtella",11
"Pupillaria",11
"Pycnopsyche",11
"Pygmaeoceras",11
"Pyramidulina",11
"Pyrenacantha",11
"Pyrgocystis",11
"Pyripora",11
"Quercoxylon",11
"Quetzalcoatlus",11
"Rachiopteris",11
"Rachis",11
"Raia",11
"Rakomeryx",11
"Ramiporalia",11
"Ramphonotus",11
"Ramulocrinus",11
"Rectocibicides",11
"Reesidella",11
"Reticuleria",11
"Retiocrinus",11
"Retispira?",11
"Reynosia",11
"Rhachopea",11
"Rhamnophis",11
"Rhiniodon",11
"Rhinoclaris",11
"Rhinocypha",11
"Rhinotmetus",11
"Rhizostomites",11
"Rhombocladia",11
"Rhynchodemus",11
"Rhyssemus",11
"Robertsonites",11
"Rotadiscus",11
"Rubicola",11
"Rugobolivinella",11
"Rugosoderma",11
"Runula",11
"Rutilus",11
"Sactoceras",11
"Sagenina",11
"Samotherium",11
"Santeevoluta",11
"Sanzinia",11
"Sapium",11
"Sauripteris",11
"Scardinius",11
"Schefflera",11
"Schistmetopum",11
"Schizothorax",11
"Sciades",11
"Scincopus",11
"Scirtopoda",11
"Sclerid",11
"Scleropteris",11
"SCOBINELLA",11
"Scoloparia",11
"Scutinoblattina",11
"Scyllium",11
"Sebecus",11
"Semaeognathia",11
"Semopterum",11
"Seopsis",11
"Septotextularia",11
"Sertularella",11
"Sethoconus",11
"Shikamaia",11
"Sicana",11
"Sicyopterus",11
"Sigalion",11
"Sigillariophyllum",11
"Sillimanius",11
"Simaruba",11
"Similiphora",11
"Sinonia",11
"Sinostylops",11
"Sinotaia",11
"Siphouvigerina",11
"Skrieaspis",11
"Slocomoceras",11
"Sminthillus",11
"Solamen",11
"Solanites",11
"Solenia",11
"Solyma",11
"Spathelopsis",11
"Speothos",11
"Sphaerocrinus",11
"Sphaerostylus",11
"Spharirhynchia",11
"Spheciospongia",11
"Sphenolium",11
"Sphenphyllum",11
"Sphindus",11
"\Spiriferina\",11
"SPIROLINA",11
"Spiropsammia",11
"Spirosigmoilina",11
"STAMENOCELLA",11
"Standella",11
"Stauroderma",11
"Steevesipollenites",11
"Stehlinia",11
"Stelis",11
"Stenoconites",11
"Stenoechinus",11
"Stenogomphoceras",11
"Stephanella",11
"Stephanophyllia",11
"Stephanopyxis",11
"Stetsonia",11
"STHENORYTIS",11
"Stomotoca",11
"Striopulsellum",11
"Strobilus",11
"Stromateoids",11
"Stygimoloch",11
"Stylodonta",11
"Sudeticeras",11
"Suhmicythere",11
"Supella",11
"Suteria",11
"Sutrea",11
"SVELTIA",11
"Sybota",11
"Sycandra",11
"Symmorphomactra",11
"Symphynota",11
"Syntrophioides",11
"Taenicephalina",11
"Taeniodictya",11
"Tagellus",11
"Tanais",11
"Tanaocystis",11
"Tanaops",11
"Taranucnus",11
"Tarbophis",11
"Tecnocrytina",11
"Tegoceras",11
"Teichostrophia",11
"Telangiopsis",11
"Tellimya",11
"TEMBLORNIA",11
"Temelucha",11
"Terabratula",11
"Terataspis",11
"Thalassocythere",11
"Thambites",11
"Thelenota",11
"Thilipsura",11
"Thomasinella",11
"Thoracocare",11
"Thoracoceras",11
"Thouinopsis",11
"Thylacaelurus",11
"Tirisochilina",11
"Tomigerus",11
"Tonsella",11
"Torcula",11
"Torellia",11
"Toweius",11
"Trachys",11
"Trachytoechus",11
"Trapezonotus",11
"TREPOSPIRA",11
"Trichites",11
"Trichiurides",11
"Trichomya",11
"Trigonellites",11
"TRIGONIA",11
"Triisodon",11
"Trilepida",11
"Trisotropis",11
"Trochoceramus",11
"Trochodendrocarpus",11
"Tropidoclonion",11
"Tropidosaura",11
"Tropinuculites",11
"Troposodon",11
"Trypetesa",11
"Tubaia",11
"Turbonopsis",11
"Tyloderma",11
"Tylogonus",11
"Tylotia",11
"Tymnes",11
"Udorella",11
"UMBRACULUM",11
"Uniandra",11
"Uracentron",11
"Urechis",11
"Uromys",11
"Urophonius",11
"Ussuria",11
"Vacunella",11
"Varanosaurus",11
"Varohadra",11
"Vaticinodus",11
"Vepricardium?",11
"Verkhotomia",11
"Vieitezia",11
"Virgulinella",11
"\Vitaceae reproductive structure\",11
"Vlasta",11
"Volutolithes",11
"Wakiewakie",11
"Xenaspis",11
"Xenodacnis",11
"Xenosaria",11
"Zabrotes",11
"Zaniolepis",11
"Zeacolpus",11
"Zethalia",11
"Zierliana",11
"Zopyrion",11
"Zygaena",11
"Zygocanna",11
"Abablemma",10
"Abantis",10
"Abapeba",10
"Abyssamina",10
"Acanthambonia",10
"Acanthinus",10
"Acanthochelys",10
"Acartia",10
"Acicularia",10
"Acraspis",10
"Actinacis",10
"Actinocyclina",10
"Actinolepis",10
"Actinophrentis",10
"Adelocera",10
"ADEONA",10
"Adlerzia",10
"Adusta",10
"Aenidea",10
"Aetea",10
"Aethocephalichthys",10
"Aethoglis",10
"Agapetus",10
"Agnostid",10
"Akropus",10
"Aluatta",10
"Alveolina",10
"Alveopora",10
"Ameragenia",10
"Amoebaleria",10
"Amphicyclus",10
"Amphilochus",10
"Amplinus",10
"Amydria",10
"Amygdalophylloides",10
"Anamalocardia",10
"Anapagurus",10
"Anastomosa",10
"Anchippus",10
"Ancistroides",10
"Ancylocranium",10
"Anelasmocephalus",10
"Aneuretocerass",10
"Angulodiscorbis",10
"Animonithyris",10
"Anisogamus",10
"Annamitella",10
"Anodon",10
"Anomalepis",10
"Anomalurella",10
"Anostoma",10
"Anotopterus",10
"Anthoceros",10
"Anthophyllum",10
"Anthrapalaemon",10
"ANTILLIA",10
"Antillosarcolites",10
"Antirrhea",10
"Apatecosia",10
"Apatocythere",10
"Aperiovula",10
"Aphelophragmina",10
"APHERA",10
"Aporosaura",10
"Aprosmictus",10
"Araeodelphis",10
"Archaeocycas",10
"Archaeopus",10
"Archimediella",10
"Arctonoe",10
"Arctopsyche",10
"Arcuoblastus",10
"Argoides",10
"Ariston",10
"Armigeres",10
"Arquatella",10
"Arthroleptides",10
"Arthrostyloecia",10
"Artostrobium",10
"Asanonella",10
"Aspelundia",10
"Aspidiotus",10
"Aspredo",10
"Asteropyge",10
"Astraptes",10
"Astrogomphus",10
"Astur",10
"Asynarchus",10
"ATHYRIS",10
"Atira",10
"Atopochilus",10
"Auchenipterichthys",10
"AULOPORA",10
"Australanthus",10
"Australomimetus",10
"Austrochlamys",10
"AUSTROSULLIVANIA",10
"AUSTROTOMA",10
"Autochton",10
"Avahi",10
"Aysha",10
"Azara",10
"Azygograptus",10
"Balaenodon",10
"Baltoeurypterus",10
"Bannerella",10
"Barnesella",10
"Bartramella",10
"Bathyergoides",10
"Bdella",10
"Bensonites",10
"Berggrenia",10
"Berthelinia",10
"Betpakodiscus",10
"Beyrichiopsis",10
"\BII Morphotype 5\",10
"Billingsastrea",10
"Binneya",10
"Birgus",10
"Bittiolum",10
"Bivallupus",10
"Bivalve",10
"Blanus",10
"Blestia",10
"Bolbocephalus",10
"Boldia",10
"Bonneterrina",10
"Borus",10
"Brachypteracias",10
"Brasiella",10
"Bronnimannia",10
"Budaia",10
"Bueningia",10
"Bulliopsis",10
"Calamopsis",10
"Calathospongia",10
"Calcaropteris",10
"Calceolispongia",10
"Calliglypha",10
"Callixalus",10
"Callochromis",10
"Calomyrmex",10
"Calstevenus",10
"Camaraspoides",10
"Camarotoechia (plethorhyncha)",10
"Cambaroides",10
"Campbelloceras",10
"Camptotheca",10
"Canavarella",10
"Canda",10
"Caninia?",10
"Cannartus",10
"Capatanka",10
"Carpodacus?",10
"Carpornis",10
"Carrhenes",10
"Caryodes",10
"Cassida",10
"Cassiopea",10
"Cataglyphis",10
"Caulinites",10
"Caulophryne",10
"Cavaspongia",10
"Cayeuxia",10
"Cellanthus",10
"Cellariaeforma",10
"Cenocephalus",10
"Centrifugus",10
"Centrostephanus",10
"Ceratopales",10
"Cercidia",10
"Cernina",10
"cf. Lenticorbula",10
"CHACEON",10
"Chaetobranchopsis",10
"Changmeia",10
"Characteroceras",10
"Charionoides",10
"Chauna",10
"Cheirogaleus",10
"Chelosphargis",10
"Chernes",10
"Chilostomina",10
"Chinchillula",10
"Chionis",10
"Chionista",10
"Chirocentrus",10
"Chiropodomys",10
"Chlorea",10
"Chlorotettix",10
"Chorizopes",10
"Chosonodina",10
"Chrysobatrachus",10
"Chrysocythere",10
"Chydorus",10
"CINCINNATIA",10
"Cincloramphus",10
"Cladoceramus",10
"Clathalithia",10
"Clinidae",10
"Clinopodes",10
"Cloe",10
"Cloudia",10
"Clypeorbis",10
"Cnemiornis",10
"Cnesterodon",10
"Coccolith",10
"Cochleosaurus",10
"Cochlorina",10
"Codringtonia",10
"Coleomegilla",10
"Colobodactylus",10
"Coloraderpeton",10
"Columnopora",10
"Compressiphyllum",10
"Compsobuthus",10
"Conocrinus",10
"Conodiscus",10
"Conophyllum",10
"CONSTELLARIA",10
"Contradens",10
"Cookeolus",10
"Coptocycla",10
"Cordatomyonia",10
"Corineorthis",10
"CORNULITES",10
"Corralia",10
"Corythocrinus",10
"Cotinusa",10
"Cotteroceras",10
"Crassatellina",10
"Cribrobulimina",10
"Crosbysaurus",10
"Crossidius",10
"Cryptodon",10
"CRYPTOLITHUS",10
"Cryptopecten",10
"Cryptoprocta",10
"Ctenolabrus",10
"Cuapetes",10
"Cubatyphlops",10
"Cubobolus",10
"Cudakin aff.",10
"Cuneisemen",10
"Cuneolinella",10
"Cusparia",10
"Cyathactis",10
"Cybocephalus",10
"Cyclocosmia",10
"Cycloctenus",10
"Cyclolorenzella",10
"Cyclomyonia",10
"Cycloplectoceras",10
"Cyclopora",10
"Cyclorhamphus",10
"Cyclostomus",10
"Cyclurus",10
"Cylicioscapha",10
"Cylinchna",10
"Cylindrites",10
"Cymbistropheodonta",10
"Cynictis",10
"Cynthia",10
"Cyphotalosia",10
"Cyphus",10
"Cypridinelliforma",10
"Cyprinotus",10
"Cysticus",10
"Cystignathus",10
"Dagnoceras",10
"Dalophia",10
"Damesites",10
"Dapedoglossus",10
"Daphoenid",10
"Daptocephalus",10
"Daubentonia",10
"Davila",10
"Dawsonites",10
"Decaphora",10
"Decticus",10
"Dedzetina",10
"Delta",10
"Deltacystis",10
"Delthyris ?",10
"Deltoidonautilus",10
"Demoulia",10
"Dendroctonus",10
"Depressiscala",10
"DERBYIA",10
"Diamantornis",10
"Dianthidium",10
"Diaphrostoma",10
"Diaplegma",10
"Dichelonyx",10
"Dichotomosphinctes",10
"Dicranodromia",10
"Dicranoptycha",10
"DICTYOCLOSTUS",10
"Dictyophimus",10
"Dictyoprora",10
"Didea",10
"Didymites",10
"Diedrorynchus",10
"Dilocarcinus",10
"Dimegelasma",10
"Diplocentria",10
"Diplolaemus",10
"Discoasteroides",10
"Discoderus",10
"Distacodella",10
"Dixa",10
"DOLICHOLATIRUS",10
"Doliognathus",10
"Dolopius",10
"\Dombeya\",10
"Donacilla",10
"Doratura",10
"Doryrhamphus",10
"Doswellia",10
"Drassus",10
"Drepanocrinus",10
"Drimys",10
"Drobna",10
"Drymoluber",10
"Duckeophyllum",10
"Dudleyaspis",10
"Dumetia",10
"Dunbaria",10
"Duquepsammia",10
"Dyaster",10
"Dysalotus",10
"Dystactocrinus",10
"ECHININUS",10
"ECHINOCYAMUS",10
"Echinorhynchus",10
"Echmepteryx",10
"Ectochoristites",10
"Ectocyrtoceras",10
"Ectopria",10
"Ectoptyx",10
"Edriophus",10
"Eleutheronema",10
"Ellipsosmilia",10
"Ellipsoxiphus",10
"Elmoa",10
"Emertonella",10
"Enoplochiton",10
"Enygmophyllum",10
"Eoacteon",10
"Eobasileus",10
"EOBUCCINELLA",10
"Eocaudina",10
"Eocetus",10
"Eochiromys",10
"Eoeumys",10
"Eoglossinotoechia",10
"Eoparaphorhynchus",10
"EOPHASMA",10
"Eorhinophrynus",10
"Ephedripites",10
"Ephydra",10
"Epicymatoceras",10
"Epigonidae",10
"Epipocus",10
"Epistacheoides",10
"Eriocampa",10
"Erismodus",10
"Erixanium",10
"Erraticodon",10
"Esosyrinx",10
"Esthesopus",10
"Etmothyris",10
"Eublepharis",10
"Eubleptus",10
"Eucope",10
"Eudomus",10
"Eugerres",10
"Eulepetopsis",10
"Eumastigonus",10
"Eumunida",10
"Eumyarion",10
"Eunicella",10
"Euomphalus?",10
"Euoticus",10
"Eupatellinella",10
"Eurekablastus",10
"Eurytium",10
"Eurytrochus",10
"Eusphinctus",10
"Eustixia",10
"EVALEA",10
"Evanescirostrum",10
"Evergestis",10
"Fabanella",10
"Fabella",10
"Falcuna",10
"Fascistropheodonta",10
"Felsinotherium",10
"FENOLIGNUM",10
"Fictoacteon",10
"Fierasfer",10
"Flabelligera",10
"Fletcheria",10
"Florenciella",10
"Floripatella",10
"Flosculinella",10
"Foralites",10
"Forcipomyia",10
"Forestiera",10
"Forsythia",10
"Fossularca",10
"Fruit",10
"Furo",10
"Fusulus",10
"Gambetta",10
"Gasconsia",10
"Gastridium",10
"Gastromyzon",10
"Gaultheria",10
"Gaurax",10
"Gazameda",10
"Genyonemus",10
"Gerastos",10
"Geroncolabis",10
"Gesomyrmex",10
"Ghoshispora",10
"Gibberostrophia",10
"Gleichenipteris",10
"Globocrinus",10
"Globotextularia",10
"Glochinomorpha",10
"Glossina",10
"Glyphodes",10
"Glyptoscelis",10
"Goeldiella",10
"Goera",10
"Gonatopus",10
"Gonatorhaphe",10
"Goniada",10
"Goniasteroidocrinus",10
"Goniatite",10
"Gorgasia",10
"Grandicrepidula",10
"Graysonia",10
"Grimsdaleinella",10
"GRIPPINA",10
"Guatteria",10
"Gubernetes",10
"Guembelitrioides",10
"Gunflintia",10
"GUNTERIA",10
"Guppia",10
"Gwithynis",10
"Gyalopion",10
"Gymnocidaris",10
"Gyrochorte",10
"Gyroscala",10
"Hadrobregmus",10
"Hadrodon",10
"Hagiastrum",10
"Halcurias",10
"Haldea",10
"Halichondrites",10
"Hamatia",10
"Harpactea",10
"Harpago",10
"Hathrometra",10
"Hedingia",10
"Helichus",10
"Helicites",10
"Helixarion",10
"Henanobasis",10
"Herbstia",10
"Herklotsichthys",10
"Herrigocythere",10
"Hesperocidaris",10
"Hesperophylax",10
"Hesydrus",10
"Heteroclidus",10
"Heterodiadema",10
"Heterometra",10
"Heteronetta",10
"Heterosalenia",10
"Hexactinella",10
"Hibbarderix",10
"Hickmania",10
"Hillites",10
"Hippa",10
"Hippelates",10
"Hippopodina",10
"Hippuris",10
"Hitonkala",10
"Hofkeruva",10
"Holmiella",10
"Holophraguna",10
"Homalopsis",10
"Homalosoma",10
"Homolodromia",10
"Hoplocephalus",10
"Hoplocrioceras",10
"Huaiyangale",10
"Hyalopecten",10
"Hyboaspis",10
"Hybocladodus",10
"Hydriocrinus",10
"Hydrolimax",10
"Hygroceleuthus",10
"Hypergonia",10
"Hypodiadema",10
"Hypsopsetta",10
"Ianthasaurus",10
"Idionella",10
"IDMIDRONEA",10
"Ijimaia",10
"Ilopsyrhynchus",10
"Imbrexia",10
"Inauris",10
"Indet. Asaphid",10
"Iotina",10
"Iridagonum",10
"Iridopagurus",10
"Isculites",10
"ITAGNOSTUS",10
"Jaculella",10
"Janusella",10
"Kallosinistrala",10
"Kalotermes",10
"\KC Morphotype 13\",10
"Kiehnensus",10
"Kikaithyris",10
"Kirkbyina",10
"Kjerulfina",10
"Kogia",10
"Kozlowskiaspis",10
"Krinitzkia",10
"Kumatostephanus",10
"Kylix",10
"Lactoris",10
"Laemanctus",10
"Laevicordia",10
"LAGENOSOLENIA",10
"Lagostomus",10
"Lagothrix",10
"Laliostoma",10
"Lambeosaurus",10
"Lampriformes",10
"Lamprochernes",10
"Langenheimia",10
"Languria",10
"Larsonia",10
"Lasea",10
"Lateraperatia",10
"Lehua",10
"LEMBULUS",10
"Lemonias",10
"LENTICORBULA",10
"Leonites",10
"LEPIDOCYCLUS",10
"Lepsithais",10
"Leptarionta",10
"Leptasterias",10
"Leptoxis",10
"Lesleya",10
"Lesueurilla",10
"Leucotina",10
"Liancalus",10
"Liassocupes",10
"Libera",10
"Lile",10
"Limbabeyrichia",10
"Limid",10
"Limnoscelis",10
"Linatella",10
"Lindoliva",10
"Lingulogavelinella",10
"Linograptus",10
"Liomesaspis",10
"LIOSTREA",10
"Liriospyris",10
"Lissotis",10
"Lithacoceras",10
"Litharca",10
"Lithoglyphoides",10
"Lobiopa",10
"Lobothyris",10
"Lobusculum",10
"Lochriea",10
"Lophodolithus",10
"LOPHOSPIRA",10
"Lotostomoides",10
"Loxaulus",10
"Loxechinus",10
"Lucinopsis",10
"Lucuma",10
"Luehea",10
"Lunulicardium",10
"Lupherium",10
"Lutreolina",10
"Lycoptera",10
"Lyosoma",10
"Lyriodesma",10
"Lysianassa",10
"Lythrypnus",10
"Macalia",10
"Machareomeryx",10
"Macomona",10
"Macrerpeton",10
"Macrochilus",10
"Macrodactylus",10
"Macroscenella",10
"Makiyamaia",10
"Malthinus",10
"Manorella",10
"Marcocoelia",10
"Marcouia",10
"Mareca",10
"MARGINIFERA",10
"MARGINULINA",10
"Marmolatella",10
"Masrasector",10
"MASSILINA",10
"Maytenus",10
"Megalixalus",10
"Megalopterorhynchus",10
"Megathiris",10
"Melanodon",10
"Meliobba",10
"Mepygurus",10
"Merycoides",10
"Mesodon (\helix\)",10
"Mesograptus",10
"Mesonepa",10
"Messua",10
"Metaphos",10
"Metaxyonycha",10
"Metopilio",10
"Metopium",10
"Metradolium",10
"METROPERIELLA",10
"Miamia (propteticus)",10
"MICRASTER",10
"Microbiotherium",10
"Microdaceton",10
"Microlophus",10
"Microphallus",10
"Microscutellum",10
"Microstaura",10
"Micruroides",10
"Mictosaukia",10
"Migmatella",10
"Millkoninckioceras",10
"Milnia",10
"Mimoniades",10
"Miraclathurella",10
"Misumessus",10
"Mitrolumna",10
"Mitu",10
"Mizzia",10
"Mnium",10
"Mojsisovicsites",10
"Mojsvaroceras",10
"Molgophis",10
"Monodonata",10
"Monophyllum",10
"Monotarsobius",10
"Moorellina",10
"Morio",10
"MYCETOPHYLLIA",10
"Mycetopoda",10
"Mycomya",10
"Myocricetodon",10
"Myrmapana",10
"Myrmex",10
"Nanomia",10
"Nanopus",10
"Napeozapus",10
"Narthecoceras",10
"Nectoteuthis",10
"Nelumbium",10
"Nematobrachion",10
"Neocatacrinus",10
"Neochelidon",10
"Neochmia",10
"Neoclaenodon",10
"NEOCYTHERIDEIS",10
"Neofusulinella",10
"Neogalerucella",10
"Neogonyleptes",10
"Neoproetus",10
"Neosciadiocapsa",10
"NEOSPIRIFER",10
"Neothraupis",10
"Neotragus",10
"Nesticus",10
"NEVIANIPORA",10
"Newportopora",10
"Nocaldria",10
"Nodina",10
"Nododelphinula",10
"Norella",10
"Notadusta",10
"Nothapalus",10
"Notochoerus",10
"Notocricetodon",10
"Notodendrodes",10
"Nubeculina",10
"Nuculavus",10
"Nyctiophylax",10
"Oberea",10
"Obtortio",10
"Ochthephilum",10
"Ocymyrmex",10
"Ocyropsis",10
"Odontoponera",10
"Odontopyxis",10
"Oenomaus",10
"Oiosia",10
"OKEECHOBEA",10
"Oligodiodon",10
"Oligolophus",10
"Oligoria",10
"Omphalonema",10
"Onchidella",10
"Onchonotus",10
"Oncousoecia",10
"Oneida",10
"Onychopterella",10
"Onychopyge",10
"Ophiletina",10
"Ophiochondrus",10
